CBSA Code,CBSA,Year,Quarter,Properties,Units,Occupancy,Annual Rent Growth, Units ,Annual Inventory Growth,Construction vs. Inventory
38060,"Phoenix, AZ",2018,4Q2018,175,"26,565",84.6%,4.2%,"  26,565 ",,11.2%
38060,"Phoenix, AZ",2019,1Q2019,178,"26,660",85.4%,4.5%,"  26,660 ",,11.6%
38060,"Phoenix, AZ",2019,2Q2019,183,"27,273",84.7%,4.7%,"  27,273 ",,10.0%
38060,"Phoenix, AZ",2019,3Q2019,183,"27,676",83.9%,4.4%,"  27,676 ",,9.1%
38300,"Pittsburgh, PA",2005,4Q2005,148,"12,916",92.6%,,"  12,916 ",,0.6%
38300,"Pittsburgh, PA",2006,1Q2006,148,"12,934",92.6%,,"  12,934 ",,1.5%
38300,"Pittsburgh, PA",2006,2Q2006,148,"12,934",93.3%,,"  12,934 ",,1.5%
38300,"Pittsburgh, PA",2006,3Q2006,147,"12,890",93.3%,,"  12,890 ",,1.5%
38300,"Pittsburgh, PA",2006,4Q2006,147,"12,900",93.9%,2.7%,"  12,900 ",,4.7%
38300,"Pittsburgh, PA",2007,1Q2007,148,"12,981",94.6%,3.3%,"  12,981 ",,4.1%
38300,"Pittsburgh, PA",2007,2Q2007,148,"12,965",93.7%,3.3%,"  12,965 ",,4.1%
38300,"Pittsburgh, PA",2007,3Q2007,147,"12,914",94.0%,3.0%,"  12,914 ",,4.1%
38300,"Pittsburgh, PA",2007,4Q2007,146,"12,859",93.6%,3.3%,"  12,859 ",,5.2%
38300,"Pittsburgh, PA",2008,1Q2008,144,"12,722",93.9%,3.5%,"  12,722 ",,6.0%
38300,"Pittsburgh, PA",2008,2Q2008,144,"12,722",94.0%,3.6%,"  12,722 ",,6.0%
38300,"Pittsburgh, PA",2008,3Q2008,144,"12,752",93.9%,3.2%,"  12,752 ",,6.5%
38300,"Pittsburgh, PA",2008,4Q2008,143,"12,754",93.7%,2.9%,"  12,754 ",,7.4%
38300,"Pittsburgh, PA",2009,1Q2009,143,"12,754",93.5%,2.9%,"  12,754 ",,7.4%
38300,"Pittsburgh, PA",2009,2Q2009,146,"13,400",91.3%,2.5%,"  13,400 ",,4.1%
38300,"Pittsburgh, PA",2009,3Q2009,145,"13,385",92.2%,2.7%,"  13,385 ",,4.0%
38300,"Pittsburgh, PA",2009,4Q2009,146,"13,510",91.9%,2.4%,"  13,510 ",,3.0%
38300,"Pittsburgh, PA",2010,1Q2010,145,"13,458",92.0%,2.5%,"  13,458 ",,3.2%
38300,"Pittsburgh, PA",2010,2Q2010,144,"13,443",92.1%,2.6%,"  13,443 ",,3.1%
38300,"Pittsburgh, PA",2010,3Q2010,145,"13,692",91.7%,2.4%,"  13,692 ",,1.0%
38300,"Pittsburgh, PA",2010,4Q2010,145,"13,781",92.1%,1.7%,"  13,781 ",,1.3%
38300,"Pittsburgh, PA",2011,1Q2011,145,"13,804",91.5%,2.1%,"  13,804 ",,1.1%
38300,"Pittsburgh, PA",2011,2Q2011,144,"13,854",90.9%,2.4%,"  13,854 ",,0.8%
38300,"Pittsburgh, PA",2011,3Q2011,144,"13,854",90.8%,2.5%,"  13,854 ",,0.8%
38300,"Pittsburgh, PA",2011,4Q2011,144,"13,888",91.4%,2.7%,"  13,888 ",,1.3%
38300,"Pittsburgh, PA",2012,1Q2012,144,"13,861",91.9%,1.7%,"  13,861 ",,1.3%
38300,"Pittsburgh, PA",2012,2Q2012,144,"13,861",92.1%,1.5%,"  13,861 ",,1.3%
38300,"Pittsburgh, PA",2012,3Q2012,144,"13,861",92.2%,1.6%,"  13,861 ",,1.5%
38300,"Pittsburgh, PA",2012,4Q2012,144,"13,861",92.8%,1.3%,"  13,861 ",,1.5%
38300,"Pittsburgh, PA",2013,1Q2013,143,"13,841",92.6%,2.2%,"  13,841 ",,1.3%
38300,"Pittsburgh, PA",2013,2Q2013,143,"13,855",93.3%,1.9%,"  13,855 ",,1.4%
38300,"Pittsburgh, PA",2013,3Q2013,143,"13,855",93.2%,2.1%,"  13,855 ",,1.7%
38300,"Pittsburgh, PA",2013,4Q2013,143,"13,857",93.3%,2.8%,"  13,857 ",,1.7%
38300,"Pittsburgh, PA",2014,1Q2014,141,"13,765",93.5%,2.7%,"  13,765 ",,1.9%
38300,"Pittsburgh, PA",2014,2Q2014,141,"13,805",93.3%,3.0%,"  13,805 ",,0.5%
38300,"Pittsburgh, PA",2014,3Q2014,140,"13,703",93.7%,3.2%,"  13,703 ",,0.5%
38300,"Pittsburgh, PA",2014,4Q2014,140,"13,716",93.8%,2.5%,"  13,716 ",,0.3%
38300,"Pittsburgh, PA",2015,1Q2015,141,"13,766",93.2%,3.1%,"  13,766 ",,0.0%
38300,"Pittsburgh, PA",2015,2Q2015,141,"13,762",93.1%,3.3%,"  13,762 ",,0.0%
38300,"Pittsburgh, PA",2015,3Q2015,140,"13,713",93.6%,2.6%,"  13,713 ",,0.3%
38300,"Pittsburgh, PA",2015,4Q2015,140,"13,706",93.3%,3.0%,"  13,706 ",,0.3%
38300,"Pittsburgh, PA",2016,1Q2016,140,"13,526",92.6%,1.7%,"  13,526 ",,0.3%
38300,"Pittsburgh, PA",2016,2Q2016,140,"13,536",92.2%,1.8%,"  13,536 ",,1.3%
38300,"Pittsburgh, PA",2016,3Q2016,140,"13,558",92.4%,2.6%,"  13,558 ",,1.7%
38300,"Pittsburgh, PA",2016,4Q2016,140,"13,584",92.9%,2.5%,"  13,584 ",,1.5%
38300,"Pittsburgh, PA",2017,1Q2017,140,"13,590",91.1%,2.7%,"  13,590 ",,1.7%
38300,"Pittsburgh, PA",2017,2Q2017,141,"13,700",90.2%,2.2%,"  13,700 ",,1.7%
38300,"Pittsburgh, PA",2017,3Q2017,141,"13,698",90.8%,2.1%,"  13,698 ",,2.3%
38300,"Pittsburgh, PA",2017,4Q2017,141,"13,698",90.8%,2.2%,"  13,698 ",,5.7%
38300,"Pittsburgh, PA",2018,1Q2018,139,"13,550",91.4%,3.3%,"  13,550 ",,6.7%
38300,"Pittsburgh, PA",2018,2Q2018,141,"13,595",90.7%,2.5%,"  13,595 ",,5.4%
38300,"Pittsburgh, PA",2018,3Q2018,139,"13,609",91.0%,3.2%,"  13,609 ",,4.9%
38300,"Pittsburgh, PA",2018,4Q2018,140,"13,702",90.7%,3.0%,"  13,702 ",,4.2%
38300,"Pittsburgh, PA",2019,1Q2019,139,"13,588",90.0%,1.8%,"  13,588 ",,6.7%
38300,"Pittsburgh, PA",2019,2Q2019,139,"13,583",91.1%,2.9%,"  13,583 ",,7.8%
38300,"Pittsburgh, PA",2019,3Q2019,140,"13,706",89.5%,2.8%,"  13,706 ",,6.4%
38900,"Portland, OR",2005,4Q2005,157,"16,372",93.7%,,"  16,372 ",,1.2%
38900,"Portland, OR",2006,1Q2006,158,"16,443",93.5%,,"  16,443 ",,0.9%
38900,"Portland, OR",2006,2Q2006,158,"16,443",93.5%,,"  16,443 ",,1.5%
38900,"Portland, OR",2006,3Q2006,158,"16,444",94.0%,,"  16,444 ",,3.9%
38900,"Portland, OR",2006,4Q2006,159,"16,522",93.5%,3.0%,"  16,522 ",,3.8%
38900,"Portland, OR",2007,1Q2007,158,"16,469",93.6%,3.5%,"  16,469 ",,3.8%
38900,"Portland, OR",2007,2Q2007,158,"16,488",93.3%,3.2%,"  16,488 ",,3.6%
38900,"Portland, OR",2007,3Q2007,158,"16,486",93.2%,3.8%,"  16,486 ",,3.8%
38900,"Portland, OR",2007,4Q2007,159,"16,604",92.9%,4.1%,"  16,604 ",,6.2%
38900,"Portland, OR",2008,1Q2008,162,"16,988",91.1%,4.1%,"  16,988 ",,3.8%
38900,"Portland, OR",2008,2Q2008,162,"16,989",90.6%,4.1%,"  16,989 ",,5.1%
38900,"Portland, OR",2008,3Q2008,162,"17,035",90.9%,4.1%,"  17,035 ",,5.1%
38900,"Portland, OR",2008,4Q2008,162,"17,037",90.7%,4.6%,"  17,037 ",,5.1%
38900,"Portland, OR",2009,1Q2009,164,"17,143",90.1%,4.2%,"  17,143 ",,4.7%
38900,"Portland, OR",2009,2Q2009,166,"17,657",87.2%,4.1%,"  17,657 ",,2.2%
38900,"Portland, OR",2009,3Q2009,166,"17,637",87.4%,3.8%,"  17,637 ",,2.4%
38900,"Portland, OR",2009,4Q2009,166,"17,637",87.4%,2.5%,"  17,637 ",,2.5%
38900,"Portland, OR",2010,1Q2010,166,"17,656",87.5%,2.4%,"  17,656 ",,2.5%
38900,"Portland, OR",2010,2Q2010,167,"17,761",87.2%,1.8%,"  17,761 ",,1.9%
38900,"Portland, OR",2010,3Q2010,167,"17,937",86.7%,2.0%,"  17,937 ",,0.9%
38900,"Portland, OR",2010,4Q2010,167,"17,995",86.5%,1.7%,"  17,995 ",,0.7%
38900,"Portland, OR",2011,1Q2011,167,"18,024",87.1%,2.0%,"  18,024 ",,0.6%
38900,"Portland, OR",2011,2Q2011,167,"18,046",88.2%,2.0%,"  18,046 ",,0.5%
38900,"Portland, OR",2011,3Q2011,167,"18,047",89.3%,1.7%,"  18,047 ",,0.7%
38900,"Portland, OR",2011,4Q2011,168,"18,098",89.7%,1.7%,"  18,098 ",,0.4%
38900,"Portland, OR",2012,1Q2012,169,"18,114",89.9%,2.1%,"  18,114 ",,0.6%
38900,"Portland, OR",2012,2Q2012,169,"18,125",90.2%,2.4%,"  18,125 ",,0.6%
38900,"Portland, OR",2012,3Q2012,171,"18,157",91.0%,2.9%,"  18,157 ",,1.0%
38900,"Portland, OR",2012,4Q2012,171,"18,167",91.6%,3.4%,"  18,167 ",,1.3%
38900,"Portland, OR",2013,1Q2013,172,"18,221",91.1%,3.7%,"  18,221 ",,1.1%
38900,"Portland, OR",2013,2Q2013,171,"18,290",91.2%,3.6%,"  18,290 ",,0.5%
38900,"Portland, OR",2013,3Q2013,171,"18,287",91.9%,3.2%,"  18,287 ",,1.5%
38900,"Portland, OR",2013,4Q2013,172,"18,358",92.0%,2.5%,"  18,358 ",,2.7%
38900,"Portland, OR",2014,1Q2014,172,"18,382",91.9%,3.1%,"  18,382 ",,3.0%
38900,"Portland, OR",2014,2Q2014,172,"18,381",92.3%,3.4%,"  18,381 ",,4.2%
38900,"Portland, OR",2014,3Q2014,172,"18,384",92.8%,4.2%,"  18,384 ",,4.4%
38900,"Portland, OR",2014,4Q2014,173,"18,516",92.8%,4.5%,"  18,516 ",,3.8%
38900,"Portland, OR",2015,1Q2015,177,"18,797",92.0%,4.1%,"  18,797 ",,4.1%
38900,"Portland, OR",2015,2Q2015,177,"18,801",92.4%,3.6%,"  18,801 ",,4.1%
38900,"Portland, OR",2015,3Q2015,178,"18,984",93.0%,3.6%,"  18,984 ",,4.2%
38900,"Portland, OR",2015,4Q2015,178,"19,036",93.2%,4.1%,"  19,036 ",,5.3%
38900,"Portland, OR",2016,1Q2016,181,"19,265",92.6%,3.7%,"  19,265 ",,4.4%
38900,"Portland, OR",2016,2Q2016,181,"19,244",93.1%,3.9%,"  19,244 ",,4.4%
38900,"Portland, OR",2016,3Q2016,182,"19,410",92.6%,3.4%,"  19,410 ",,3.6%
38900,"Portland, OR",2016,4Q2016,184,"19,631",92.1%,3.8%,"  19,631 ",,3.4%
38900,"Portland, OR",2017,1Q2017,184,"19,724",91.2%,3.6%,"  19,724 ",,2.9%
38900,"Portland, OR",2017,2Q2017,184,"19,735",91.6%,3.6%,"  19,735 ",,3.8%
38900,"Portland, OR",2017,3Q2017,184,"19,858",92.5%,3.8%,"  19,858 ",,3.4%
38900,"Portland, OR",2017,4Q2017,184,"19,876",92.8%,3.4%,"  19,876 ",,4.6%
38900,"Portland, OR",2018,1Q2018,183,"19,875",92.8%,5.1%,"  19,875 ",,6.3%
38900,"Portland, OR",2018,2Q2018,184,"20,145",92.3%,5.3%,"  20,145 ",,5.0%
38900,"Portland, OR",2018,3Q2018,185,"20,241",92.4%,4.8%,"  20,241 ",,4.5%
38900,"Portland, OR",2018,4Q2018,186,"20,357",91.9%,4.7%,"  20,357 ",,4.7%
38900,"Portland, OR",2019,1Q2019,187,"20,559",91.4%,3.3%,"  20,559 ",,3.4%
38900,"Portland, OR",2019,2Q2019,188,"20,593",91.5%,3.0%,"  20,593 ",,3.5%
38900,"Portland, OR",2019,3Q2019,189,"20,733",91.1%,3.2%,"  20,733 ",,2.8%
40140,"Riverside, CA",2005,4Q2005,80,"8,573",89.8%,,"  8,573 ",,4.6%
40140,"Riverside, CA",2006,1Q2006,80,"8,704",88.8%,,"  8,704 ",,4.4%
40140,"Riverside, CA",2006,2Q2006,80,"8,703",89.1%,,"  8,703 ",,4.4%
40140,"Riverside, CA",2006,3Q2006,81,"8,831",89.3%,,"  8,831 ",,4.2%
40140,"Riverside, CA",2006,4Q2006,82,"8,908",88.0%,2.5%,"  8,908 ",,3.1%
40140,"Riverside, CA",2007,1Q2007,82,"8,908",88.9%,2.6%,"  8,908 ",,3.1%
40140,"Riverside, CA",2007,2Q2007,82,"8,908",88.0%,2.8%,"  8,908 ",,3.1%
40140,"Riverside, CA",2007,3Q2007,83,"9,069",87.4%,2.9%,"  9,069 ",,3.5%
40140,"Riverside, CA",2007,4Q2007,83,"9,069",86.9%,2.7%,"  9,069 ",,3.5%
40140,"Riverside, CA",2008,1Q2008,83,"9,069",85.1%,2.7%,"  9,069 ",,3.5%
40140,"Riverside, CA",2008,2Q2008,83,"9,069",84.5%,2.5%,"  9,069 ",,3.5%
40140,"Riverside, CA",2008,3Q2008,84,"9,184",84.6%,2.4%,"  9,184 ",,2.2%
40140,"Riverside, CA",2008,4Q2008,84,"9,184",84.2%,2.7%,"  9,184 ",,3.5%
40140,"Riverside, CA",2009,1Q2009,84,"9,184",84.6%,2.2%,"  9,184 ",,3.7%
40140,"Riverside, CA",2009,2Q2009,85,"9,387",82.8%,1.8%,"  9,387 ",,1.5%
40140,"Riverside, CA",2009,3Q2009,84,"9,283",83.6%,1.9%,"  9,283 ",,1.5%
40140,"Riverside, CA",2009,4Q2009,84,"9,281",83.7%,1.4%,"  9,281 ",,2.1%
40140,"Riverside, CA",2010,1Q2010,84,"9,280",84.3%,2.3%,"  9,280 ",,2.3%
40140,"Riverside, CA",2010,2Q2010,85,"9,420",84.5%,2.1%,"  9,420 ",,0.8%
40140,"Riverside, CA",2010,3Q2010,85,"9,419",85.4%,1.6%,"  9,419 ",,0.8%
40140,"Riverside, CA",2010,4Q2010,85,"9,434",85.0%,0.9%,"  9,434 ",,0.6%
40140,"Riverside, CA",2011,1Q2011,84,"9,366",85.7%,0.2%,"  9,366 ",,0.9%
40140,"Riverside, CA",2011,2Q2011,84,"9,364",86.1%,0.7%,"  9,364 ",,0.9%
40140,"Riverside, CA",2011,3Q2011,84,"9,384",86.6%,1.0%,"  9,384 ",,1.2%
40140,"Riverside, CA",2011,4Q2011,84,"9,386",87.2%,1.1%,"  9,386 ",,1.2%
40140,"Riverside, CA",2012,1Q2012,83,"9,290",87.5%,1.3%,"  9,290 ",,0.0%
40140,"Riverside, CA",2012,2Q2012,82,"9,240",88.7%,2.8%,"  9,240 ",,0.7%
40140,"Riverside, CA",2012,3Q2012,82,"9,242",88.0%,2.0%,"  9,242 ",,1.4%
40140,"Riverside, CA",2012,4Q2012,82,"9,241",88.5%,1.4%,"  9,241 ",,2.5%
40140,"Riverside, CA",2013,1Q2013,82,"9,243",87.9%,1.9%,"  9,243 ",,3.5%
40140,"Riverside, CA",2013,2Q2013,82,"9,244",87.1%,0.3%,"  9,244 ",,4.4%
40140,"Riverside, CA",2013,3Q2013,83,"9,316",87.3%,0.9%,"  9,316 ",,3.7%
40140,"Riverside, CA",2013,4Q2013,84,"9,378",86.4%,0.6%,"  9,378 ",,4.2%
40140,"Riverside, CA",2014,1Q2014,84,"9,379",86.5%,0.3%,"  9,379 ",,5.4%
40140,"Riverside, CA",2014,2Q2014,85,"9,478",86.4%,3.2%,"  9,478 ",,4.8%
40140,"Riverside, CA",2014,3Q2014,86,"9,572",86.7%,4.1%,"  9,572 ",,3.9%
40140,"Riverside, CA",2014,4Q2014,87,"9,665",85.8%,4.5%,"  9,665 ",,2.9%
40140,"Riverside, CA",2015,1Q2015,89,"9,911",83.3%,5.0%,"  9,911 ",,2.2%
40140,"Riverside, CA",2015,2Q2015,90,"10,001",83.7%,2.5%,"  10,001 ",,1.3%
40140,"Riverside, CA",2015,3Q2015,90,"10,040",84.4%,1.2%,"  10,040 ",,1.5%
40140,"Riverside, CA",2015,4Q2015,90,"10,046",86.3%,1.3%,"  10,046 ",,2.5%
40140,"Riverside, CA",2016,1Q2016,90,"10,057",87.2%,1.1%,"  10,057 ",,4.5%
40140,"Riverside, CA",2016,2Q2016,90,"10,054",87.5%,2.2%,"  10,054 ",,4.5%
40140,"Riverside, CA",2016,3Q2016,91,"10,159",86.6%,3.0%,"  10,159 ",,3.5%
40140,"Riverside, CA",2016,4Q2016,92,"10,234",86.0%,3.8%,"  10,234 ",,9.0%
40140,"Riverside, CA",2017,1Q2017,94,"10,394",85.3%,4.8%,"  10,394 ",,7.3%
40140,"Riverside, CA",2017,2Q2017,94,"10,409",85.1%,3.4%,"  10,409 ",,7.3%
40140,"Riverside, CA",2017,3Q2017,94,"10,403",86.7%,3.4%,"  10,403 ",,7.4%
40140,"Riverside, CA",2017,4Q2017,94,"10,423",87.3%,3.2%,"  10,423 ",,7.3%
40140,"Riverside, CA",2018,1Q2018,95,"10,494",86.5%,3.0%,"  10,494 ",,6.4%
40140,"Riverside, CA",2018,2Q2018,95,"10,491",87.4%,3.4%,"  10,491 ",,8.4%
40140,"Riverside, CA",2018,3Q2018,95,"10,519",87.6%,3.7%,"  10,519 ",,10.4%
40140,"Riverside, CA",2018,4Q2018,97,"10,790",86.8%,3.2%,"  10,790 ",,8.7%
40140,"Riverside, CA",2019,1Q2019,97,"10,788",86.3%,2.8%,"  10,788 ",,10.5%
40140,"Riverside, CA",2019,2Q2019,97,"10,821",86.8%,3.0%,"  10,821 ",,10.4%
40140,"Riverside, CA",2019,3Q2019,97,"10,746",87.4%,2.9%,"  10,746 ",,13.0%
40900,"Sacramento, CA",2005,4Q2005,75,"7,497",91.0%,,"  7,497 ",,1.9%
40900,"Sacramento, CA",2006,1Q2006,75,"7,499",91.5%,,"  7,499 ",,1.9%
40900,"Sacramento, CA",2006,2Q2006,75,"7,497",91.4%,,"  7,497 ",,1.9%
40900,"Sacramento, CA",2006,3Q2006,74,"7,472",92.0%,,"  7,472 ",,1.9%
40900,"Sacramento, CA",2006,4Q2006,74,"7,471",92.1%,3.4%,"  7,471 ",,2.9%
40900,"Sacramento, CA",2007,1Q2007,75,"7,616",90.7%,3.8%,"  7,616 ",,2.2%
40900,"Sacramento, CA",2007,2Q2007,75,"7,616",91.3%,4.6%,"  7,616 ",,2.2%
40900,"Sacramento, CA",2007,3Q2007,75,"7,615",91.7%,4.6%,"  7,615 ",,6.8%
40900,"Sacramento, CA",2007,4Q2007,75,"7,624",91.2%,3.1%,"  7,624 ",,7.5%
40900,"Sacramento, CA",2008,1Q2008,76,"7,720",90.1%,4.0%,"  7,720 ",,6.8%
40900,"Sacramento, CA",2008,2Q2008,76,"7,722",88.6%,3.6%,"  7,722 ",,8.0%
40900,"Sacramento, CA",2008,3Q2008,76,"7,725",88.9%,3.0%,"  7,725 ",,8.0%
40900,"Sacramento, CA",2008,4Q2008,78,"7,900",87.2%,3.2%,"  7,900 ",,5.6%
40900,"Sacramento, CA",2009,1Q2009,80,"8,204",84.2%,2.2%,"  8,204 ",,1.7%
40900,"Sacramento, CA",2009,2Q2009,80,"8,204",84.7%,0.9%,"  8,204 ",,1.7%
40900,"Sacramento, CA",2009,3Q2009,82,"8,350",84.6%,1.8%,"  8,350 ",,0.8%
40900,"Sacramento, CA",2009,4Q2009,82,"8,342",84.8%,1.9%,"  8,342 ",,0.8%
40900,"Sacramento, CA",2010,1Q2010,82,"8,345",85.7%,1.4%,"  8,345 ",,2.1%
40900,"Sacramento, CA",2010,2Q2010,82,"8,354",86.1%,1.9%,"  8,354 ",,2.3%
40900,"Sacramento, CA",2010,3Q2010,83,"8,386",86.6%,1.0%,"  8,386 ",,2.9%
40900,"Sacramento, CA",2010,4Q2010,83,"8,387",87.2%,0.4%,"  8,387 ",,2.9%
40900,"Sacramento, CA",2011,1Q2011,85,"8,527",86.4%,0.8%,"  8,527 ",,1.4%
40900,"Sacramento, CA",2011,2Q2011,86,"8,544",86.1%,1.5%,"  8,544 ",,1.2%
40900,"Sacramento, CA",2011,3Q2011,86,"8,552",86.2%,1.9%,"  8,552 ",,1.0%
40900,"Sacramento, CA",2011,4Q2011,87,"8,641",86.2%,1.9%,"  8,641 ",,1.6%
40900,"Sacramento, CA",2012,1Q2012,87,"8,641",87.4%,2.1%,"  8,641 ",,1.6%
40900,"Sacramento, CA",2012,2Q2012,87,"8,641",87.9%,2.2%,"  8,641 ",,1.6%
40900,"Sacramento, CA",2012,3Q2012,87,"8,640",88.6%,3.1%,"  8,640 ",,3.0%
40900,"Sacramento, CA",2012,4Q2012,88,"8,777",88.1%,2.8%,"  8,777 ",,2.5%
40900,"Sacramento, CA",2013,1Q2013,88,"8,781",89.5%,3.2%,"  8,781 ",,4.1%
40900,"Sacramento, CA",2013,2Q2013,87,"8,780",90.0%,3.2%,"  8,780 ",,3.8%
40900,"Sacramento, CA",2013,3Q2013,88,"8,865",91.0%,2.2%,"  8,865 ",,4.5%
40900,"Sacramento, CA",2013,4Q2013,88,"8,866",90.7%,3.0%,"  8,866 ",,4.5%
40900,"Sacramento, CA",2014,1Q2014,89,"9,001",90.3%,2.4%,"  9,001 ",,2.9%
40900,"Sacramento, CA",2014,2Q2014,89,"9,014",90.9%,2.2%,"  9,014 ",,4.0%
40900,"Sacramento, CA",2014,3Q2014,90,"9,117",91.5%,2.5%,"  9,117 ",,4.8%
40900,"Sacramento, CA",2014,4Q2014,92,"9,260",90.9%,1.2%,"  9,260 ",,3.3%
40900,"Sacramento, CA",2015,1Q2015,92,"9,276",92.0%,2.8%,"  9,276 ",,5.2%
40900,"Sacramento, CA",2015,2Q2015,92,"9,277",92.0%,2.7%,"  9,277 ",,6.6%
40900,"Sacramento, CA",2015,3Q2015,94,"9,503",91.0%,2.5%,"  9,503 ",,4.0%
40900,"Sacramento, CA",2015,4Q2015,94,"9,487",92.1%,2.5%,"  9,487 ",,4.7%
40900,"Sacramento, CA",2016,1Q2016,94,"9,501",93.0%,2.0%,"  9,501 ",,8.2%
40900,"Sacramento, CA",2016,2Q2016,94,"9,491",93.6%,2.9%,"  9,491 ",,6.9%
40900,"Sacramento, CA",2016,3Q2016,94,"9,484",94.0%,4.3%,"  9,484 ",,7.1%
40900,"Sacramento, CA",2016,4Q2016,96,"9,588",93.8%,6.3%,"  9,588 ",,5.9%
40900,"Sacramento, CA",2017,1Q2017,98,"9,743",91.9%,6.2%,"  9,743 ",,3.8%
40900,"Sacramento, CA",2017,2Q2017,98,"9,755",91.7%,5.5%,"  9,755 ",,6.1%
40900,"Sacramento, CA",2017,3Q2017,99,"9,887",91.5%,4.1%,"  9,887 ",,7.9%
40900,"Sacramento, CA",2017,4Q2017,100,"10,091",91.8%,3.3%,"  10,091 ",,5.8%
40900,"Sacramento, CA",2018,1Q2018,100,"10,087",92.1%,3.0%,"  10,087 ",,7.6%
40900,"Sacramento, CA",2018,2Q2018,101,"10,153",92.4%,3.1%,"  10,153 ",,8.7%
40900,"Sacramento, CA",2018,3Q2018,101,"10,166",92.6%,3.9%,"  10,166 ",,13.8%
40900,"Sacramento, CA",2018,4Q2018,101,"10,175",91.6%,2.9%,"  10,175 ",,16.0%
40900,"Sacramento, CA",2019,1Q2019,102,"10,264",91.1%,4.2%,"  10,264 ",,15.4%
40900,"Sacramento, CA",2019,2Q2019,103,"10,318",90.6%,3.5%,"  10,318 ",,15.7%
40900,"Sacramento, CA",2019,3Q2019,104,"10,356",90.8%,2.5%,"  10,356 ",,15.4%
41700,"San Antonio, TX",2005,4Q2005,51,"6,622",91.2%,,"  6,622 ",,4.0%
41700,"San Antonio, TX",2006,1Q2006,52,"6,814",89.8%,,"  6,814 ",,1.1%
41700,"San Antonio, TX",2006,2Q2006,52,"6,814",91.4%,,"  6,814 ",,1.1%
41700,"San Antonio, TX",2006,3Q2006,52,"6,814",92.0%,,"  6,814 ",,1.1%
41700,"San Antonio, TX",2006,4Q2006,52,"6,843",92.5%,1.9%,"  6,843 ",,1.5%
41700,"San Antonio, TX",2007,1Q2007,52,"6,829",93.0%,2.8%,"  6,829 ",,0.8%
41700,"San Antonio, TX",2007,2Q2007,52,"6,829",92.4%,3.8%,"  6,829 ",,0.8%
41700,"San Antonio, TX",2007,3Q2007,52,"6,829",93.3%,4.0%,"  6,829 ",,0.8%
41700,"San Antonio, TX",2007,4Q2007,52,"6,831",93.2%,3.6%,"  6,831 ",,2.8%
41700,"San Antonio, TX",2008,1Q2008,52,"6,837",93.2%,3.3%,"  6,837 ",,3.7%
41700,"San Antonio, TX",2008,2Q2008,53,"6,895",92.0%,3.0%,"  6,895 ",,3.4%
41700,"San Antonio, TX",2008,3Q2008,53,"6,895",93.1%,2.6%,"  6,895 ",,3.4%
41700,"San Antonio, TX",2008,4Q2008,53,"6,895",92.3%,3.3%,"  6,895 ",,6.3%
41700,"San Antonio, TX",2009,1Q2009,53,"6,959",91.7%,2.8%,"  6,959 ",,5.3%
41700,"San Antonio, TX",2009,2Q2009,54,"7,133",89.4%,0.0%,"  7,133 ",,2.8%
41700,"San Antonio, TX",2009,3Q2009,53,"7,110",90.3%,0.1%,"  7,110 ",,3.8%
41700,"San Antonio, TX",2009,4Q2009,53,"7,110",90.5%,-0.8%,"  7,110 ",,3.8%
41700,"San Antonio, TX",2010,1Q2010,53,"7,114",90.5%,0.3%,"  7,114 ",,6.7%
41700,"San Antonio, TX",2010,2Q2010,54,"7,315",89.0%,1.5%,"  7,315 ",,7.1%
41700,"San Antonio, TX",2010,3Q2010,54,"7,315",89.1%,1.7%,"  7,315 ",,7.1%
41700,"San Antonio, TX",2010,4Q2010,53,"7,320",89.6%,2.4%,"  7,320 ",,6.6%
41700,"San Antonio, TX",2011,1Q2011,53,"7,321",89.6%,2.7%,"  7,321 ",,6.6%
41700,"San Antonio, TX",2011,2Q2011,53,"7,296",88.9%,4.8%,"  7,296 ",,5.5%
41700,"San Antonio, TX",2011,3Q2011,55,"7,603",86.4%,4.4%,"  7,603 ",,1.3%
41700,"San Antonio, TX",2011,4Q2011,55,"7,667",86.7%,4.1%,"  7,667 ",,0.4%
41700,"San Antonio, TX",2012,1Q2012,56,"7,699",87.6%,2.6%,"  7,699 ",,0.3%
41700,"San Antonio, TX",2012,2Q2012,56,"7,698",88.0%,1.2%,"  7,698 ",,0.7%
41700,"San Antonio, TX",2012,3Q2012,56,"7,704",88.7%,1.5%,"  7,704 ",,2.1%
41700,"San Antonio, TX",2012,4Q2012,57,"7,723",89.0%,1.4%,"  7,723 ",,1.9%
41700,"San Antonio, TX",2013,1Q2013,57,"7,722",89.0%,1.5%,"  7,722 ",,2.1%
41700,"San Antonio, TX",2013,2Q2013,57,"7,755",89.1%,1.5%,"  7,755 ",,3.2%
41700,"San Antonio, TX",2013,3Q2013,57,"7,754",89.7%,1.3%,"  7,754 ",,7.6%
41700,"San Antonio, TX",2013,4Q2013,59,"7,871",88.6%,1.1%,"  7,871 ",,7.6%
41700,"San Antonio, TX",2014,1Q2014,60,"7,890",89.6%,1.0%,"  7,890 ",,7.4%
41700,"San Antonio, TX",2014,2Q2014,61,"7,938",89.5%,0.7%,"  7,938 ",,11.8%
41700,"San Antonio, TX",2014,3Q2014,61,"7,938",88.9%,1.1%,"  7,938 ",,13.3%
41700,"San Antonio, TX",2014,4Q2014,61,"7,941",88.3%,1.5%,"  7,941 ",,19.5%
